id,client_id,product_category,product_company,subtype,amount,date,transaction_type
767958,827,13,H&M,Purchase,8191,2020-12-22 00:12:22,Negative
785141,846,10,Coral pool,Purchase,760,2020-12-22 00:12:47,Negative
529650,571,5,Tanuki,Purchase,464,2020-12-22 00:12:50,Negative
886646,955,10,Coral pool,Purchase,353,2020-12-22 00:13:20,Negative
346660,374,11,Cosmetic center,Purchase,2263,2020-12-22 00:14:55,Negative
883861,952,15,Lukoil gas station,Purchase,1185,2020-12-22 00:16:40,Negative
542035,584,6,Arrow,Purchase,81,2020-12-22 00:17:17,Negative
681277,734,5,Dodo Pizza,Purchase,238,2020-12-22 00:17:27,Negative
837105,901,28,Bowling Club Scooter,transfer,2765,2020-12-22 00:18:27,Negative
535143,576,17,Bowling Club Scooter,Purchase,19022,2020-12-22 00:19:16,Negative
562153,605,14,Miraj Restaurant,Purchase,558,2020-12-22 00:20:13,Negative
484306,522,6,Moscow subway,Purchase,94,2020-12-22 00:20:31,Negative
850144,916,1,Yandex.Drive,Purchase,985,2020-12-22 00:22:04,Negative
462031,498,6,Arrow,Purchase,87,2020-12-22 00:23:36,Negative
750559,808,28,Bowling Club Scooter,transfer,907,2020-12-22 00:23:53,Negative
36128,39,8,Cinema Pobeda,Purchase,319,2020-12-22 00:24:24,Negative
59801,65,5,McDonald's,Purchase,458,2020-12-22 00:24:59,Negative
96184,104,3,YandexGO,Purchase,304,2020-12-22 00:25:09,Negative
701514,755,11,Rive Gauche,Purchase,505,2020-12-22 00:25:17,Negative
907684,978,6,Moscow subway,Purchase,53,2020-12-22 00:26:35,Negative
814271,877,6,Arrow,Purchase,79,2020-12-22 00:26:48,Negative
137831,149,2,Platypus Online,Purchase,4549,2020-12-22 00:29:05,Negative
593086,638,6,Arrow,Purchase,63,2020-12-22 00:29:58,Negative
146680,158,6,Arrow,Purchase,100,2020-12-22 00:30:21,Negative
746654,804,11,BritVa Barbershop,Purchase,1032,2020-12-22 00:31:01,Negative
220493,238,6,Arrow,Purchase,54,2020-12-22 00:31:22,Negative
742569,799,28,Bowling Club Scooter,transfer,760,2020-12-22 00:32:06,Negative
66586,72,6,Moscow subway,Purchase,89,2020-12-22 00:32:48,Negative
406349,438,6,Arrow,Purchase,99,2020-12-22 00:32:58,Negative
40004,43,8,Karo Film,Purchase,428,2020-12-22 00:33:27,Negative
430800,464,14,Solo Burger Bar,Purchase,1362,2020-12-22 00:33:31,Negative
685124,738,6,Moscow subway,Purchase,98,2020-12-22 00:33:38,Negative
476727,514,6,Arrow,Purchase,82,2020-12-22 00:34:47,Negative
617361,664,6,Arrow,Purchase,99,2020-12-22 00:34:51,Negative
549942,592,28,Bowling Club Scooter,transfer,68,2020-12-22 00:34:56,Negative
325867,352,20,Bowling Club Scooter,Purchase,1256,2020-12-22 00:35:03,Negative
727731,784,2,Billa,Purchase,3459,2020-12-22 00:35:12,Negative
879708,948,6,Moscow subway,Purchase,68,2020-12-22 00:35:19,Negative
411984,444,28,Bowling Club Scooter,Replenishment,2093,2020-12-22 00:35:31,Positive
315770,341,6,Arrow,Purchase,81,2020-12-22 00:36:34,Negative
86310,93,6,Arrow,Purchase,71,2020-12-22 00:36:39,Negative
742036,799,6,Moscow subway,Purchase,51,2020-12-22 00:37:09,Negative
303024,327,10,Coral pool,Purchase,695,2020-12-22 00:37:16,Negative
499787,538,10,Theater Magic Lantern,Purchase,251,2020-12-22 00:38:13,Negative
187306,203,6,Arrow,Purchase,96,2020-12-22 00:38:45,Negative
474845,512,6,Arrow,Purchase,91,2020-12-22 00:39:11,Negative
601352,647,6,Arrow,Purchase,86,2020-12-22 00:39:40,Negative
66011,71,7,Planet Health,Purchase,433,2020-12-22 00:40:20,Negative
552736,595,15,Lukoil gas station,Purchase,1771,2020-12-22 00:41:19,Negative
444133,479,2,Crossroads,Purchase,3517,2020-12-22 00:41:46,Negative
721830,777,6,Moscow subway,Purchase,82,2020-12-22 00:42:14,Negative
521742,562,6,Arrow,Purchase,72,2020-12-22 00:43:44,Negative
366330,395,6,Arrow,Purchase,86,2020-12-22 00:43:57,Negative
731306,787,14,Skala Cafe,Purchase,2499,2020-12-22 00:45:10,Negative
530156,571,11,Hairdresser DIMAX,Purchase,1823,2020-12-22 00:46:02,Negative
868341,935,20,Bowling Club Scooter,Purchase,2366,2020-12-22 00:46:25,Negative
81718,88,6,Moscow subway,Purchase,80,2020-12-22 00:46:34,Negative
245146,265,6,Moscow subway,Purchase,93,2020-12-22 00:48:34,Negative
558901,602,6,Arrow,Purchase,71,2020-12-22 00:48:37,Negative
470220,507,6,Arrow,Purchase,66,2020-12-22 00:48:56,Negative
874846,942,21,Bowling Club Scooter,Purchase,2076,2020-12-22 00:49:01,Negative
144093,155,7,Pharmacy 23+,Purchase,391,2020-12-22 00:51:10,Negative
811960,875,1,Carousel,Purchase,984,2020-12-22 00:51:16,Negative
785156,846,11,Rive Gauche,Purchase,1801,2020-12-22 00:51:40,Negative
243507,263,7,Pharmacy VITA Express,Purchase,577,2020-12-22 00:51:57,Negative
899950,970,6,Moscow subway,Purchase,90,2020-12-22 00:52:16,Negative
238156,257,21,Bowling Club Scooter,Purchase,1809,2020-12-22 00:52:36,Negative
261920,283,13,Zara,Purchase,9614,2020-12-22 00:52:39,Negative
661846,712,9,Read-city,Purchase,360,2020-12-22 00:52:50,Negative
902958,973,6,Arrow,Purchase,56,2020-12-22 00:52:55,Negative
895851,965,28,Bowling Club Scooter,transfer,452,2020-12-22 00:54:47,Negative
161965,175,6,Arrow,Purchase,65,2020-12-22 00:55:09,Negative
591355,636,6,Arrow,Purchase,59,2020-12-22 00:57:24,Negative
744322,801,28,Bowling Club Scooter,transfer,2453,2020-12-22 00:57:32,Negative
610524,657,3,GETT,Purchase,294,2020-12-22 00:57:58,Negative
183861,199,8,Karo Film,Purchase,441,2020-12-22 00:58:15,Negative
581206,625,19,Bowling Club Scooter,Purchase,513,2020-12-22 00:58:30,Negative
416943,450,3,Kiwi Taxi,Purchase,876,2020-12-22 00:58:51,Negative
712192,767,5,PizzaHut,Purchase,379,2020-12-22 00:59:41,Negative
499963,538,21,Bowling Club Scooter,Purchase,3330,2020-12-22 01:01:17,Negative
505047,544,6,Arrow,Purchase,85,2020-12-22 01:01:27,Negative
349825,378,2,SberMarket,Purchase,1204,2020-12-22 01:01:32,Negative
788090,849,28,Bowling Club Scooter,transfer,2065,2020-12-22 01:01:34,Negative
718626,773,28,Bowling Club Scooter,Replenishment,2028,2020-12-22 01:01:59,Positive
586219,631,5,PizzaHut,Purchase,210,2020-12-22 01:03:46,Negative
281164,304,7,Pharmacy 23+,Purchase,503,2020-12-22 01:04:18,Negative
359191,387,28,Bowling Club Scooter,transfer,1877,2020-12-22 01:04:18,Negative
227669,246,6,Arrow,Purchase,72,2020-12-22 01:04:33,Negative
170023,184,6,Arrow,Purchase,52,2020-12-22 01:04:40,Negative
495367,533,28,Bowling Club Scooter,transfer,1185,2020-12-22 01:05:32,Negative
367978,397,6,Moscow subway,Purchase,83,2020-12-22 01:05:34,Negative
649152,698,9,Rospechat,Purchase,591,2020-12-22 01:06:15,Negative
600042,645,28,Bowling Club Scooter,Replenishment,2186,2020-12-22 01:07:15,Positive
847050,912,8,Okko,Purchase,416,2020-12-22 01:08:21,Negative
870590,938,6,Moscow subway,Purchase,61,2020-12-22 01:08:22,Negative
104064,112,6,Arrow,Purchase,68,2020-12-22 01:09:21,Negative
248712,269,6,Arrow,Purchase,92,2020-12-22 01:09:48,Negative
77490,84,1,Yandex.Drive,Purchase,1299,2020-12-22 01:10:52,Negative
206101,223,6,Arrow,Purchase,96,2020-12-22 01:11:41,Negative
173160,187,21,Bowling Club Scooter,Purchase,2300,2020-12-22 01:11:51,Negative
35538,39,5,McDonald's,Purchase,151,2020-12-22 01:12:43,Negative
12693,14,6,Arrow,Purchase,72,2020-12-22 01:12:57,Negative
878117,946,6,Arrow,Purchase,64,2020-12-22 01:12:59,Negative
646655,696,3,Citymobil,Purchase,737,2020-12-22 01:13:35,Negative
198006,214,6,Arrow,Purchase,92,2020-12-22 01:14:38,Negative
301557,326,5,KFC,Purchase,479,2020-12-22 01:15:43,Negative
381102,411,5,Yakitoria,Purchase,291,2020-12-22 01:16:12,Negative
317803,343,6,Arrow,Purchase,77,2020-12-22 01:16:52,Negative
259624,281,6,Arrow,Purchase,93,2020-12-22 01:17:41,Negative
191148,207,6,Arrow,Purchase,97,2020-12-22 01:18:34,Negative
805995,868,14,Miraj Restaurant,Purchase,636,2020-12-22 01:19:39,Negative
735231,792,5,Burger King,Purchase,501,2020-12-22 01:20:13,Negative
632643,680,28,Bowling Club Scooter,Replenishment,1829,2020-12-22 01:20:43,Positive
771733,831,15,Lukoil gas station,Purchase,1555,2020-12-22 01:20:54,Negative
22818,25,6,Arrow,Purchase,83,2020-12-22 01:21:11,Negative
545312,587,15,Lukoil gas station,Purchase,1258,2020-12-22 01:21:36,Negative
722189,777,28,Bowling Club Scooter,Replenishment,2306,2020-12-22 01:22:09,Positive
593900,639,5,PizzaHut,Purchase,594,2020-12-22 01:22:27,Negative
319949,346,2,Auchan,Purchase,1150,2020-12-22 01:22:30,Negative
265000,287,5,Dodo Pizza,Purchase,514,2020-12-22 01:23:06,Negative
308691,333,28,Bowling Club Scooter,Replenishment,569,2020-12-22 01:23:16,Positive
314530,340,2,Billa,Purchase,4054,2020-12-22 01:23:22,Negative
229777,248,6,Arrow,Purchase,84,2020-12-22 01:24:23,Negative
92246,99,9,Read-city,Purchase,240,2020-12-22 01:25:23,Negative
145444,157,6,Arrow,Purchase,51,2020-12-22 01:25:29,Negative
293294,317,6,Moscow subway,Purchase,59,2020-12-22 01:25:43,Negative
710492,765,6,Arrow,Purchase,83,2020-12-22 01:25:59,Negative
496337,535,2,SberMarket,Purchase,4876,2020-12-22 01:26:01,Negative
790785,852,14,IL patio,Purchase,2295,2020-12-22 01:26:07,Negative
727568,783,20,Bowling Club Scooter,Purchase,1618,2020-12-22 01:26:50,Negative
778358,839,6,Arrow,Purchase,73,2020-12-22 01:26:52,Negative
152578,165,5,McDonald's,Purchase,208,2020-12-22 01:27:11,Negative
320004,346,5,Dodo Pizza,Purchase,230,2020-12-22 01:28:58,Negative
410145,442,28,Bowling Club Scooter,transfer,1140,2020-12-22 01:29:39,Negative
726101,782,2,Crossroads,Purchase,3062,2020-12-22 01:30:02,Negative
263600,285,6,Arrow,Purchase,77,2020-12-22 01:30:07,Negative
885305,954,6,Arrow,Purchase,63,2020-12-22 01:30:47,Negative
53026,57,10,Coral pool,Purchase,311,2020-12-22 01:31:26,Negative
9648,11,5,Burger King,Purchase,250,2020-12-22 01:32:12,Negative
801993,864,7,366,Purchase,209,2020-12-22 01:32:17,Negative
887428,956,14,Solo Burger Bar,Purchase,2406,2020-12-22 01:32:54,Negative
34957,38,6,Arrow,Purchase,96,2020-12-22 01:34:27,Negative
891379,961,5,KFC,Purchase,220,2020-12-22 01:35:01,Negative
920611,992,1,Yandex.Drive,Purchase,1257,2020-12-22 01:35:21,Negative
785609,847,5,KFC,Purchase,195,2020-12-22 01:35:54,Negative
422930,456,6,Arrow,Purchase,67,2020-12-22 01:36:01,Negative
62245,67,14,IL patio,Purchase,1791,2020-12-22 01:36:15,Negative
177700,192,28,Bowling Club Scooter,Replenishment,2072,2020-12-22 01:36:15,Positive
699332,753,6,Moscow subway,Purchase,63,2020-12-22 01:36:17,Negative
776395,836,28,Bowling Club Scooter,transfer,2228,2020-12-22 01:37:27,Negative
112936,121,14,Miraj Restaurant,Purchase,514,2020-12-22 01:37:38,Negative
792076,854,2,Auchan,Purchase,1441,2020-12-22 01:37:46,Negative
444543,479,6,Arrow,Purchase,100,2020-12-22 01:38:00,Negative
284279,307,21,Bowling Club Scooter,Purchase,3759,2020-12-22 01:38:01,Negative
384812,415,6,Moscow subway,Purchase,53,2020-12-22 01:38:39,Negative
172946,187,6,Moscow subway,Purchase,80,2020-12-22 01:38:40,Negative
518688,559,1,Lifcar,Purchase,767,2020-12-22 01:38:45,Negative
333027,360,6,Arrow,Purchase,55,2020-12-22 01:39:36,Negative
397659,428,28,Bowling Club Scooter,transfer,266,2020-12-22 01:40:12,Negative
479615,517,6,Arrow,Purchase,68,2020-12-22 01:40:17,Negative
189162,205,6,Moscow subway,Purchase,55,2020-12-22 01:40:38,Negative
488816,527,5,Burger King,Purchase,285,2020-12-22 01:41:06,Negative
169867,184,5,Tanuki,Purchase,436,2020-12-22 01:41:15,Negative
301637,326,6,Arrow,Purchase,99,2020-12-22 01:41:15,Negative
749137,807,6,Moscow subway,Purchase,95,2020-12-22 01:41:38,Negative
107542,116,3,YandexGO,Purchase,804,2020-12-22 01:41:57,Negative
322422,349,1,BelkaCar,Purchase,1368,2020-12-22 01:42:21,Negative
619840,667,5,McDonald's,Purchase,337,2020-12-22 01:43:50,Negative
113298,122,6,Arrow,Purchase,55,2020-12-22 01:44:11,Negative
425614,459,6,Arrow,Purchase,87,2020-12-22 01:44:45,Negative
369580,399,2,Crossroads,Purchase,2918,2020-12-22 01:44:49,Negative
107662,116,5,Tanuki,Purchase,515,2020-12-22 01:44:51,Negative
154609,167,6,Arrow,Purchase,88,2020-12-22 01:45:16,Negative
562991,606,6,Arrow,Purchase,83,2020-12-22 01:45:32,Negative
248481,269,5,Tanuki,Purchase,287,2020-12-22 01:47:42,Negative
658262,708,28,Bowling Club Scooter,Replenishment,252,2020-12-22 01:48:36,Positive
570482,614,15,Gas station GAZPROMNEFT,Purchase,1905,2020-12-22 01:49:01,Negative
917160,988,6,Moscow subway,Purchase,96,2020-12-22 01:49:36,Negative
609860,656,6,Arrow,Purchase,71,2020-12-22 01:50:41,Negative
466504,503,6,Arrow,Purchase,75,2020-12-22 01:51:09,Negative
91867,99,6,Arrow,Purchase,95,2020-12-22 01:51:10,Negative
899591,970,2,Auchan,Purchase,1643,2020-12-22 01:51:33,Negative
928522,1000,6,Arrow,Purchase,100,2020-12-22 01:51:44,Negative
922168,993,10,Bowling Club Scooter,Purchase,710,2020-12-22 01:52:33,Negative
349580,377,7,366,Purchase,345,2020-12-22 01:53:07,Negative
625017,672,6,Arrow,Purchase,96,2020-12-22 01:53:56,Negative
3230,4,6,Arrow,Purchase,72,2020-12-22 01:54:09,Negative
378362,408,6,Moscow subway,Purchase,63,2020-12-22 01:54:12,Negative
310993,336,6,Moscow subway,Purchase,93,2020-12-22 01:54:47,Negative
403216,435,3,GETT,Purchase,327,2020-12-22 01:55:12,Negative
244763,265,5,Yakitoria,Purchase,580,2020-12-22 01:55:30,Negative
172475,187,2,Platypus Online,Purchase,3648,2020-12-22 01:56:07,Negative
767182,826,7,Pharmacy VITA Express,Purchase,197,2020-12-22 01:56:07,Negative
718172,773,6,Arrow,Purchase,74,2020-12-22 01:56:38,Negative
699517,753,6,Moscow subway,Purchase,61,2020-12-22 01:56:50,Negative
715145,770,5,McDonald's,Purchase,498,2020-12-22 01:58:24,Negative
64777,70,6,Arrow,Purchase,54,2020-12-22 01:59:22,Negative
467987,504,28,Bowling Club Scooter,transfer,903,2020-12-22 01:59:29,Negative
548315,591,5,Burger King,Purchase,498,2020-12-22 01:59:38,Negative
343159,371,5,PizzaHut,Purchase,164,2020-12-22 02:00:11,Negative
183930,199,7,Pharmacy VITA Express,Purchase,108,2020-12-22 02:00:31,Negative
515042,555,5,KFC,Purchase,327,2020-12-22 02:00:45,Negative
693799,747,28,Bowling Club Scooter,Replenishment,2567,2020-12-22 02:01:05,Positive
593832,639,5,McDonald's,Purchase,282,2020-12-22 02:01:57,Negative
714338,769,6,Arrow,Purchase,62,2020-12-22 02:02:13,Negative
217993,235,7,Pharmacy 23+,Purchase,234,2020-12-22 02:04:11,Negative
225839,244,6,Arrow,Purchase,82,2020-12-22 02:05:24,Negative
564339,607,28,Bowling Club Scooter,Replenishment,2663,2020-12-22 02:06:01,Positive
698359,752,6,Moscow subway,Purchase,56,2020-12-22 02:06:32,Negative
178228,193,6,Moscow subway,Purchase,63,2020-12-22 02:07:42,Negative
166915,180,16,Bowling Club Scooter,Purchase,501,2020-12-22 02:08:12,Negative
812496,875,6,Arrow,Purchase,65,2020-12-22 02:09:54,Negative
56310,61,6,Moscow subway,Purchase,83,2020-12-22 02:09:55,Negative
182936,198,6,Moscow subway,Purchase,60,2020-12-22 02:11:13,Negative
895981,966,2,SberMarket,Purchase,1357,2020-12-22 02:13:10,Negative
752606,811,5,McDonald's,Purchase,281,2020-12-22 02:13:14,Negative
23127,25,28,Bowling Club Scooter,Replenishment,2936,2020-12-22 02:13:32,Positive
636366,684,28,Bowling Club Scooter,transfer,2568,2020-12-22 02:15:07,Negative
855191,921,6,Moscow subway,Purchase,51,2020-12-22 02:15:37,Negative
17730,20,2,SberMarket,Purchase,2161,2020-12-22 02:16:47,Negative
400482,431,28,Bowling Club Scooter,transfer,2562,2020-12-22 02:19:12,Negative
816576,879,28,Bowling Club Scooter,Replenishment,2889,2020-12-22 02:19:57,Positive
449146,484,6,Arrow,Purchase,66,2020-12-22 02:20:25,Negative
228940,247,6,Moscow subway,Purchase,81,2020-12-22 02:20:42,Negative
409066,441,9,Storytel,Purchase,543,2020-12-22 02:20:49,Negative
558069,601,6,Moscow subway,Purchase,62,2020-12-22 02:21:28,Negative
618345,665,6,Arrow,Purchase,98,2020-12-22 02:22:39,Negative
470055,507,6,Arrow,Purchase,50,2020-12-22 02:22:46,Negative
91094,98,6,Moscow subway,Purchase,68,2020-12-22 02:22:52,Negative
485969,524,5,Dodo Pizza,Purchase,203,2020-12-22 02:24:22,Negative
674558,726,11,BritVa Barbershop,Purchase,2487,2020-12-22 02:24:59,Negative
765096,824,10,Bowling Club Scooter,Purchase,359,2020-12-22 02:25:00,Negative
702810,757,6,Arrow,Purchase,71,2020-12-22 02:25:04,Negative
872418,940,6,Arrow,Purchase,61,2020-12-22 02:26:44,Negative
137641,148,21,Bowling Club Scooter,Purchase,3031,2020-12-22 02:27:42,Negative
388510,419,2,Billa,Purchase,4474,2020-12-22 02:28:12,Negative
328663,355,28,Bowling Club Scooter,transfer,403,2020-12-22 02:28:19,Negative
671092,722,21,Bowling Club Scooter,Purchase,2251,2020-12-22 02:28:54,Negative
698829,752,19,Bowling Club Scooter,Purchase,523,2020-12-22 02:29:17,Negative
753003,811,13,Marks&Spencer,Purchase,8000,2020-12-22 02:31:38,Negative
47085,51,6,Moscow subway,Purchase,73,2020-12-22 02:32:00,Negative
489496,527,14,Own company,Purchase,1547,2020-12-22 02:32:26,Negative
681,1,10,Bowling Club Scooter,Purchase,619,2020-12-22 02:33:13,Negative
490348,528,9,Storytel,Purchase,528,2020-12-22 02:33:18,Negative
530009,571,6,Moscow subway,Purchase,71,2020-12-22 02:33:51,Negative
42827,46,15,Gas station GAZPROMNEFT,Purchase,1343,2020-12-22 02:34:09,Negative
45974,50,2,Platypus Online,Purchase,3530,2020-12-22 02:34:15,Negative
354606,383,5,KFC,Purchase,461,2020-12-22 02:34:35,Negative
426080,459,28,Bowling Club Scooter,Replenishment,1646,2020-12-22 02:35:00,Positive
687579,741,5,PizzaHut,Purchase,508,2020-12-22 02:35:08,Negative
132055,142,13,H&M,Purchase,1383,2020-12-22 02:35:11,Negative
684562,737,10,Great Moscow Circus,Purchase,724,2020-12-22 02:35:37,Negative
890464,960,2,SberMarket,Purchase,3066,2020-12-22 02:35:57,Negative
531696,573,5,Tanuki,Purchase,318,2020-12-22 02:36:24,Negative
272091,294,28,Bowling Club Scooter,transfer,1821,2020-12-22 02:36:25,Negative
681532,734,6,Arrow,Purchase,66,2020-12-22 02:36:33,Negative
553113,596,5,Dodo Pizza,Purchase,305,2020-12-22 02:37:38,Negative
98534,106,6,Arrow,Purchase,68,2020-12-22 02:38:34,Negative
518213,558,6,Moscow subway,Purchase,50,2020-12-22 02:38:51,Negative
124120,134,5,McDonald's,Purchase,394,2020-12-22 02:39:37,Negative
264188,286,5,McDonald's,Purchase,595,2020-12-22 02:40:03,Negative
582118,626,10,Great Moscow Circus,Purchase,708,2020-12-22 02:40:44,Negative
734791,791,13,WILDBERRIES,Purchase,3628,2020-12-22 02:40:52,Negative
146040,157,28,Bowling Club Scooter,transfer,1402,2020-12-22 02:42:06,Negative
115572,124,8,Okko,Purchase,429,2020-12-22 02:42:22,Negative
437633,472,5,Tanuki,Purchase,404,2020-12-22 02:42:59,Negative
422857,456,6,Moscow subway,Purchase,89,2020-12-22 02:43:57,Negative
349812,378,2,SberMarket,Purchase,2412,2020-12-22 02:44:16,Negative
183019,198,8,Karo Film,Purchase,374,2020-12-22 02:44:58,Negative
418796,451,28,Bowling Club Scooter,Replenishment,1465,2020-12-22 02:45:20,Positive
347868,376,2,SberMarket,Purchase,1233,2020-12-22 02:46:53,Negative
881032,949,21,Bowling Club Scooter,Purchase,1336,2020-12-22 02:47:34,Negative
301879,326,6,Arrow,Purchase,60,2020-12-22 02:50:27,Negative
138734,149,28,Bowling Club Scooter,transfer,952,2020-12-22 02:50:50,Negative
317742,343,6,Arrow,Purchase,54,2020-12-22 02:51:44,Negative
361098,389,28,Bowling Club Scooter,Replenishment,2511,2020-12-22 02:51:55,Positive
803481,866,5,PizzaHut,Purchase,425,2020-12-22 02:52:06,Negative
754753,813,6,Moscow subway,Purchase,51,2020-12-22 02:54:12,Negative
752869,811,6,Moscow subway,Purchase,91,2020-12-22 02:54:37,Negative
142365,153,28,Bowling Club Scooter,Replenishment,163,2020-12-22 02:54:56,Positive
121749,131,7,366,Purchase,276,2020-12-22 02:55:00,Negative
902088,972,14,Miraj Restaurant,Purchase,1272,2020-12-22 02:56:39,Negative
395393,426,6,Arrow,Purchase,80,2020-12-22 02:56:59,Negative
721095,776,14,Solo Burger Bar,Purchase,1346,2020-12-22 02:58:03,Negative
107815,116,6,Arrow,Purchase,87,2020-12-22 02:58:07,Negative
118386,127,28,Bowling Club Scooter,Replenishment,2565,2020-12-22 02:58:10,Positive
818629,882,5,Yakitoria,Purchase,180,2020-12-22 02:58:13,Negative
139461,150,9,Read-city,Purchase,292,2020-12-22 02:58:27,Negative
561986,605,6,Arrow,Purchase,63,2020-12-22 02:58:31,Negative
340354,368,6,Arrow,Purchase,67,2020-12-22 02:59:20,Negative
522429,563,6,Moscow subway,Purchase,71,2020-12-22 02:59:20,Negative
116220,125,6,Moscow subway,Purchase,81,2020-12-22 03:00:09,Negative
280463,303,19,Bowling Club Scooter,Purchase,627,2020-12-22 03:00:10,Negative
316868,342,6,Arrow,Purchase,72,2020-12-22 03:00:21,Negative
453205,488,7,Pharmacy 23+,Purchase,319,2020-12-22 03:01:21,Negative
407417,439,7,Pharmacy 23+,Purchase,444,2020-12-22 03:01:29,Negative
104563,112,15,Gas station GAZPROM,Purchase,1838,2020-12-22 03:01:54,Negative
526670,567,28,Bowling Club Scooter,Replenishment,954,2020-12-22 03:02:44,Positive
663329,714,6,Moscow subway,Purchase,62,2020-12-22 03:02:45,Negative
444666,479,7,Planet Health,Purchase,339,2020-12-22 03:02:47,Negative
807320,870,5,Burger King,Purchase,596,2020-12-22 03:03:21,Negative
35519,39,5,Dodo Pizza,Purchase,502,2020-12-22 03:03:28,Negative
589973,635,1,Carousel,Purchase,1115,2020-12-22 03:04:20,Negative
52254,56,16,Bowling Club Scooter,Purchase,794,2020-12-22 03:04:24,Negative
308094,333,5,Yakitoria,Purchase,208,2020-12-22 03:04:28,Negative
743650,801,2,Crossroads,Purchase,819,2020-12-22 03:04:37,Negative
372003,401,11,Cosmetic center,Purchase,1004,2020-12-22 03:04:42,Negative
574405,618,9,CENTURY OF DEVELOPMENT,Purchase,338,2020-12-22 03:04:44,Negative
709883,764,13,Zara,Purchase,7192,2020-12-22 03:04:52,Negative
918617,990,3,Citymobil,Purchase,866,2020-12-22 03:05:05,Negative
88254,95,6,Arrow,Purchase,71,2020-12-22 03:05:07,Negative
139128,150,6,Arrow,Purchase,88,2020-12-22 03:05:18,Negative
393208,424,5,Burger King,Purchase,417,2020-12-22 03:06:05,Negative
299925,324,6,Arrow,Purchase,94,2020-12-22 03:06:47,Negative
511850,551,13,WILDBERRIES,Purchase,1224,2020-12-22 03:06:58,Negative
430215,464,3,GETT,Purchase,843,2020-12-22 03:07:09,Negative
842532,907,11,Cosmetic center,Purchase,915,2020-12-22 03:07:37,Negative
559369,602,18,Bowling Club Scooter,Purchase,2209,2020-12-22 03:08:00,Negative
661551,712,6,Arrow,Purchase,67,2020-12-22 03:08:14,Negative
418719,451,21,Bowling Club Scooter,Purchase,1028,2020-12-22 03:08:25,Negative
582809,627,6,Moscow subway,Purchase,53,2020-12-22 03:08:33,Negative
449588,485,3,UBER,Purchase,627,2020-12-22 03:08:42,Negative
733704,790,6,Arrow,Purchase,65,2020-12-22 03:09:15,Negative
834109,898,6,Arrow,Purchase,60,2020-12-22 03:11:21,Negative
292250,316,6,Arrow,Purchase,99,2020-12-22 03:11:41,Negative
395297,426,6,Moscow subway,Purchase,90,2020-12-22 03:12:15,Negative
831116,895,6,Moscow subway,Purchase,69,2020-12-22 03:12:40,Negative
370272,399,17,Bowling Club Scooter,Purchase,16709,2020-12-22 03:12:42,Negative
144846,156,14,Own company,Purchase,1853,2020-12-22 03:13:28,Negative
79297,85,28,Bowling Club Scooter,Replenishment,2633,2020-12-22 03:13:35,Positive
470386,507,6,Arrow,Purchase,81,2020-12-22 03:13:36,Negative
419956,453,6,Moscow subway,Purchase,95,2020-12-22 03:14:00,Negative
359509,388,6,Moscow subway,Purchase,51,2020-12-22 03:14:02,Negative
467655,504,9,Read-city,Purchase,202,2020-12-22 03:14:44,Negative
419716,452,28,Bowling Club Scooter,Replenishment,2816,2020-12-22 03:14:53,Positive
242200,262,6,Arrow,Purchase,57,2020-12-22 03:15:46,Negative
629691,677,6,Moscow subway,Purchase,84,2020-12-22 03:16:23,Negative
503666,542,9,White Rabbit,Purchase,240,2020-12-22 03:16:41,Negative
228974,247,13,Marks&Spencer,Purchase,5502,2020-12-22 03:17:03,Negative
708971,763,7,Pharmacy VITA Express,Purchase,411,2020-12-22 03:18:03,Negative
833890,898,6,Moscow subway,Purchase,76,2020-12-22 03:19:46,Negative
812833,875,28,Bowling Club Scooter,Replenishment,1235,2020-12-22 03:20:12,Positive
14713,16,9,Storytel,Purchase,329,2020-12-22 03:20:25,Negative
83734,90,9,Storytel,Purchase,223,2020-12-22 03:20:56,Negative
677262,729,14,Own company,Purchase,602,2020-12-22 03:21:20,Negative
134711,145,6,Moscow subway,Purchase,80,2020-12-22 03:22:28,Negative
922183,993,11,BritVa Barbershop,Purchase,1946,2020-12-22 03:23:17,Negative
332215,359,10,Theater Magic Lantern,Purchase,726,2020-12-22 03:24:24,Negative
915777,987,2,Billa,Purchase,3083,2020-12-22 03:25:11,Negative
191260,207,9,Storytel,Purchase,310,2020-12-22 03:25:44,Negative
803022,865,7,Planet Health,Purchase,302,2020-12-22 03:25:47,Negative
96097,103,28,Bowling Club Scooter,Replenishment,127,2020-12-22 03:26:15,Positive
33381,36,28,Bowling Club Scooter,transfer,2304,2020-12-22 03:27:46,Negative
223408,241,9,Storytel,Purchase,485,2020-12-22 03:28:21,Negative
47558,51,20,Bowling Club Scooter,Purchase,1357,2020-12-22 03:28:58,Negative
551915,595,3,Kiwi Taxi,Purchase,952,2020-12-22 03:29:42,Negative
809094,871,19,Bowling Club Scooter,Purchase,322,2020-12-22 03:30:15,Negative
762464,821,13,WILDBERRIES,Purchase,6371,2020-12-22 03:30:53,Negative
866033,933,6,Arrow,Purchase,72,2020-12-22 03:31:44,Negative
797629,860,2,Crossroads,Purchase,4622,2020-12-22 03:32:01,Negative
901196,971,8,Karo Film,Purchase,304,2020-12-22 03:32:03,Negative
711351,766,5,Burger King,Purchase,546,2020-12-22 03:32:18,Negative
